period,treatement,treatdate,individual,npts,iP1,tP1,vP1,sS1,iS1,tS1,vS1,vP2,iP2,tP2,sS2,iS2,tS2,vS2,vT1,tT1,iT1,vT2,tT2,iT2,iZC1,tZC1,vZC1,sZC1,aP0,vP0,iP0,tP0,decay_a,decay_tau,decay_b,iZC2,tZC2,vZC2,sZC2,aP1,aP2,Fmax,Pmax,Flow,Plow,Fhigh,Phigh,Bndwidth
ACC,T1,24-Jun,62.2,2048.000000,1024.000000,0.000000,0.480000,341.872335,1017.000000,-0.028014,0.339141,-0.705386,1042.000000,0.072035,-1457.988155,1033.000000,0.036018,-0.035505,-0.006071,-0.472231,906.000000,0.007335,0.188092,1071.000000,960.000000,-0.256125,-0.001195,16.776275,-4.780086,-0.035401,99.000000,-0.360176,-0.931569,27.618840,0.066754,1033.000000,0.036018,-0.035505,-1457.988155,0.000036,-0.000042,4150.390625,0.000000,1464.843750,-3.144874,6713.867188,-3.018962,5249.023438
EXPT,T1,24-Jun,62.2,2048.000000,1024.000000,0.000000,0.480000,341.872335,1017.000000,-0.028014,0.339141,-0.705386,1042.000000,0.072035,-1457.988155,1033.000000,0.036018,-0.035505,-0.006071,-0.472231,906.000000,0.007335,0.188092,1071.000000,960.000000,-0.256125,-0.001195,16.776275,-4.780086,-0.035401,99.000000,-0.360176,-0.931569,27.618840,0.066754,1033.000000,0.036018,-0.035505,-1457.988155,0.000036,-0.000042,4150.390625,0.000000,1464.843750,-3.144874,6713.867188,-3.018962,5249.023438
EXPT,T1,25-Jun,62.2,2048.000000,1024.000000,0.000000,0.537543,358.535602,1017.000000,-0.028014,0.394743,-0.760691,1044.000000,0.080039,-1485.991423,1034.000000,0.040020,-0.050389,-0.006557,-0.524256,893.000000,0.006014,0.216106,1078.000000,952.000000,-0.288141,-0.000123,15.734310,-5.451961,-0.037292,96.000000,-0.404197,-0.987952,26.813495,0.048450,1034.000000,0.040020,-0.050389,-1485.991423,0.000044,-0.000050,3662.109375,0.000000,1220.703125,-3.831629,6103.515625,-3.122702,4882.812500
ACC,T1,3-May,63.1,2048.000000,1024.000000,0.000000,0.999700,735.459038,1018.000000,-0.024012,0.737573,-1.473899,1042.000000,0.072035,-2954.116082,1033.000000,0.036018,-0.100275,-0.013049,-0.380186,929.000000,0.005302,0.204100,1075.000000,967.000000,-0.228111,-0.002113,31.143647,-5.235344,-0.050815,106.000000,-0.304149,-1.912596,26.887635,0.103591,1033.000000,0.036018,-0.100275,-2954.116082,0.000076,-0.000092,2929.687500,0.000000,1464.843750,-3.501702,6469.726562,-3.148501,5004.882812
ACC,T1,4-May,63.1,2048.000000,1024.000000,0.000000,0.976820,677.476039,1018.000000,-0.024012,0.736962,-1.396455,1043.000000,0.076037,-2680.325549,1034.000000,0.040020,-0.166736,-0.013001,-0.420205,919.000000,-0.000355,0.240117,1084.000000,960.000000,-0.256125,-0.001719,25.868961,-5.396664,-0.049434,104.000000,-0.340166,-1.875346,24.938523,0.059824,1033.000000,0.036018,0.042753,-2653.860282,0.000080,-0.000099,2685.546875,0.000000,1342.773438,-3.200592,5859.375000,-3.052668,4516.601562
ACC,T1,5-May,63.1,2048.000000,1024.000000,0.000000,1.035858,706.198277,1018.000000,-0.024012,0.791594,-1.440158,1045.000000,0.084041,-2595.434902,1035.000000,0.044021,-0.226075,-0.013274,-0.456223,910.000000,-0.000828,0.264129,1090.000000,955.000000,-0.276135,-0.000546,21.970087,-5.918970,-0.050870,102.000000,-0.368180,-1.851459,22.684581,0.056379,1034.000000,0.040020,-0.021054,-2587.861607,0.000087,-0.000113,2441.406250,0.000000,1220.703125,-3.327255,5493.164062,-3.100530,4272.460938
ACC,T1,7-May,63.1,2048.000000,1024.000000,0.000000,0.988812,584.953879,1017.000000,-0.028014,0.755475,-1.399436,1049.000000,0.100049,-2125.466616,1037.000000,0.052025,-0.230224,-0.012797,-0.556272,885.000000,-0.004708,0.332162,1107.000000,939.000000,-0.340166,-0.000976,16.229998,-6.565504,-0.047998,95.000000,-0.460225,-1.789411,17.949561,0.043949,1036.000000,0.048023,-0.064478,-2096.593761,0.000096,-0.000138,1953.125000,0.000000,976.562500,-3.350328,4638.671875,-3.257138,3662.109375
ACC,T1,8-May,63.1,2048.000000,1024.000000,0.000000,0.934341,519.850838,1016.000000,-0.032016,0.695525,-1.361200,1050.000000,0.104051,-1896.346149,1038.000000,0.056027,-0.243269,-0.011567,-0.608297,872.000000,-0.005353,0.360176,1114.000000,931.000000,-0.372182,-0.000530,13.787357,-6.658218,-0.044955,92.000000,-0.504246,-1.817389,16.577358,0.042251,1036.000000,0.048023,0.045210,-1801.418027,0.000097,-0.000144,1831.054688,0.000000,854.492188,-3.708644,4272.460938,-3.047355,3417.968750
ACC,T1,11-May,63.1,2048.000000,1024.000000,0.000000,0.818699,343.799245,1015.000000,-0.036018,0.635442,-1.231849,1056.000000,0.128063,-1386.811876,1042.000000,0.072035,-0.329820,-0.010911,-0.664324,858.000000,-0.007621,0.464227,1140.000000,924.000000,-0.400195,-0.000011,12.360701,-7.544487,-0.046273,88.000000,-0.548268,-1.610390,14.741246,0.012953,1039.000000,0.060029,-0.013708,-1303.066016,0.000099,-0.000158,1586.914062,0.000000,732.421875,-3.724379,3540.039062,-3.182654,2807.617188
ACC,T1,12-May,63.1,2048.000000,1024.000000,0.000000,0.858972,404.491957,1015.000000,-0.036018,0.652853,-1.343579,1055.000000,0.124061,-1520.045654,1042.000000,0.072035,-0.392815,-0.011703,-0.664324,858.000000,-0.005150,0.416203,1128.000000,922.000000,-0.408199,-0.000858,13.072106,-7.431627,-0.045804,89.000000,-0.552270,-1.754171,14.055941,0.046758,1039.000000,0.060029,-0.051756,-1398.655417,0.000101,-0.000165,1586.914062,0.000000,732.421875,-3.819965,3662.109375,-3.214131,2929.687500
ACC,T1,14-May,63.1,2048.000000,1024.000000,0.000000,0.851355,327.212187,1014.000000,-0.040020,0.654014,-1.290113,1058.000000,0.136066,-1290.223497,1041.000000,0.068033,-0.156620,-0.011327,-0.680332,854.000000,-0.007049,0.476233,1143.000000,921.000000,-0.412201,-0.000495,14.357155,-8.573032,-0.051272,88.000000,-0.560274,-1.676534,13.793003,0.020825,1039.000000,0.060029,0.044130,-1263.207454,0.000110,-0.000174,1464.843750,0.000000,732.421875,-3.439574,3295.898438,-3.111303,2563.476562
ACC,T1,15-May,63.1,2048.000000,1024.000000,0.000000,0.833898,321.723466,1015.000000,-0.036018,0.663040,-1.289241,1058.000000,0.136066,-1244.945258,1042.000000,0.072035,-0.263337,-0.010829,-0.660322,859.000000,-0.005461,0.440215,1134.000000,925.000000,-0.396193,-0.000278,14.735526,-8.352310,-0.051129,88.000000,-0.544266,-1.687355,13.698419,0.040907,1039.000000,0.060029,0.031086,-1226.685796,0.000106,-0.000169,1586.914062,0.000000,732.421875,-3.705719,3417.968750,-3.430178,2685.546875
ACC,T1,18-May,63.1,2048.000000,1024.000000,0.000000,0.800384,369.674889,1016.000000,-0.032016,0.627507,-1.263872,1055.000000,0.124061,-1379.030465,1043.000000,0.076037,-0.464924,-0.010413,-0.600293,874.000000,-0.006106,0.412201,1127.000000,935.000000,-0.356174,-0.000386,15.566151,-7.366483,-0.049214,93.000000,-0.484236,-1.645628,15.585064,0.029210,1038.000000,0.056027,0.042916,-1194.526976,0.000092,-0.000147,1708.984375,0.000000,854.492188,-3.318692,3662.109375,-3.005408,2807.617188
ACC,T1,19-May,63.1,2048.000000,1024.000000,0.000000,0.874860,422.623721,1016.000000,-0.032016,0.682587,-1.345455,1055.000000,0.124061,-1448.983464,1041.000000,0.068033,-0.358720,-0.012134,-0.588287,877.000000,-0.005407,0.384188,1120.000000,937.000000,-0.348170,-0.000771,16.598211,-8.045492,-0.052638,93.000000,-0.476233,-1.757684,16.004714,0.043862,1038.000000,0.056027,-0.017757,-1415.600194,0.000098,-0.000155,1708.984375,0.000000,854.492188,-3.541155,3784.179688,-3.174498,2929.687500
ACC,T1,20-May,63.1,2048.000000,1024.000000,0.000000,0.791759,364.965950,1016.000000,-0.032016,0.625322,-1.260973,1055.000000,0.124061,-1343.826344,1042.000000,0.072035,-0.381579,-0.010379,-0.584285,878.000000,-0.005494,0.388190,1121.000000,939.000000,-0.340166,-0.000486,16.743760,-7.455187,-0.049435,94.000000,-0.464227,-1.669239,16.197131,0.037221,1038.000000,0.056027,0.019299,-1221.867984,0.000090,-0.000144,1708.984375,0.000000,854.492188,-3.596093,3784.179688,-3.262923,2929.687500
ACC,T1,21-May,63.1,2048.000000,1024.000000,0.000000,0.788752,377.181530,1017.000000,-0.028014,0.636937,-1.249191,1054.000000,0.120059,-1368.594092,1042.000000,0.072035,-0.423878,-0.010259,-0.552270,886.000000,-0.005313,0.380186,1119.000000,944.000000,-0.320156,-0.001189,17.869002,-7.088938,-0.048843,96.000000,-0.436213,-1.672650,17.578315,0.028002,1038.000000,0.056027,-0.012347,-1247.444332,0.000086,-0.000136,1831.054688,0.000000,854.492188,-4.013270,3906.250000,-3.116354,3051.757812
ACC,T1,22-May,63.1,2048.000000,1024.000000,0.000000,0.780492,386.243381,1016.000000,-0.032016,0.598778,-1.245466,1052.000000,0.112055,-1495.417337,1040.000000,0.064031,-0.333601,-0.010475,-0.532260,891.000000,-0.005112,0.360176,1114.000000,948.000000,-0.304149,-0.000647,18.696994,-6.810112,-0.047606,97.000000,-0.416203,-1.616946,18.462782,0.028217,1037.000000,0.052025,-0.000603,-1360.843253,0.000082,-0.000127,1953.125000,0.000000,976.562500,-3.415182,4150.390625,-3.165649,3173.828125
ACC,T1,23-May,63.1,2048.000000,1024.000000,0.000000,0.807309,399.495353,1017.000000,-0.028014,0.649992,-1.300968,1051.000000,0.108053,-1602.417048,1040.000000,0.064031,-0.410019,-0.010805,-0.524256,893.000000,-0.006054,0.352172,1112.000000,949.000000,-0.300147,-0.000912,20.626711,-7.051504,-0.049995,97.000000,-0.412201,-1.709514,18.861936,0.030581,1037.000000,0.052025,-0.046169,-1489.668490,0.000084,-0.000129,1953.125000,0.000000,976.562500,-3.575649,4272.460938,-3.269072,3295.898438
ACC,T1,24-May,63.1,2048.000000,1024.000000,0.000000,0.804055,411.197943,1017.000000,-0.028014,0.640874,-1.271339,1053.000000,0.116057,-1409.913422,1041.000000,0.068033,-0.451508,-0.011017,-0.504246,898.000000,-0.005636,0.348170,1111.000000,953.000000,-0.284139,-0.000787,21.137993,-6.796563,-0.048483,98.000000,-0.392191,-1.649441,19.552588,0.029835,1037.000000,0.052025,-0.016660,-1332.330853,0.000082,-0.000128,2075.195312,0.000000,976.562500,-3.700876,4272.460938,-3.369784,3295.898438
ACC,T1,25-May,63.1,2048.000000,1024.000000,0.000000,0.814262,431.283990,1017.000000,-0.028014,0.643081,-1.260179,1052.000000,0.112055,-1397.669517,1040.000000,0.064031,-0.380072,-0.010673,-0.496242,900.000000,-0.005536,0.348170,1111.000000,954.000000,-0.280137,-0.001596,21.571085,-6.671023,-0.048260,100.000000,-0.380186,-1.658397,19.075397,0.031647,1036.000000,0.048023,0.048094,-1317.311105,0.000081,-0.000127,2075.195312,0.000000,976.562500,-3.785134,4272.460938,-3.271617,3295.898438
ACC,T1,26-May,63.1,2048.000000,1024.000000,0.000000,0.790566,438.809481,1017.000000,-0.028014,0.611648,-1.200306,1052.000000,0.112055,-1333.323252,1040.000000,0.064031,-0.394880,-0.009985,-0.484236,903.000000,-0.004923,0.344168,1110.000000,956.000000,-0.272133,-0.001235,20.975761,-6.168077,-0.045650,99.000000,-0.376184,-1.569261,19.651528,0.028990,1036.000000,0.048023,0.022042,-1291.597586,0.000076,-0.000119,2075.195312,0.000000,1098.632812,-3.055651,4394.531250,-3.374247,3295.898438
ACC,T1,27-May,63.1,2048.000000,1024.000000,0.000000,0.804469,447.067968,1017.000000,-0.028014,0.620764,-1.220684,1052.000000,0.112055,-1302.056656,1040.000000,0.064031,-0.394801,-0.010271,-0.476233,905.000000,-0.005747,0.344168,1110.000000,958.000000,-0.264129,-0.000492,22.194769,-6.175749,-0.046027,99.000000,-0.368180,-1.610086,20.128459,0.025457,1036.000000,0.048023,0.014563,-1279.135292,0.000076,-0.000120,2197.265625,0.000000,1098.632812,-3.130233,4394.531250,-3.302351,3295.898438
ACC,T1,28-May,63.1,2048.000000,1024.000000,0.000000,0.854789,485.905184,1017.000000,-0.028014,0.653449,-1.279851,1053.000000,0.116057,-1351.001341,1033.000000,0.036018,0.328432,-0.011073,-0.472231,906.000000,-0.003825,0.332162,1107.000000,958.000000,-0.264129,-0.000967,24.188154,-6.497917,-0.048033,100.000000,-0.364178,-1.690460,19.954083,0.039624,1036.000000,0.048023,0.009537,-1286.072817,0.000080,-0.000127,2197.265625,0.000000,1098.632812,-3.160108,4272.460938,-3.011982,3173.828125
ACC,T1,29-May,63.1,2048.000000,1024.000000,0.000000,0.781655,433.384877,1017.000000,-0.028014,0.599863,-1.204543,1051.000000,0.108053,-1421.677041,1039.000000,0.060029,-0.357537,-0.010594,-0.464227,908.000000,-0.005103,0.328160,1106.000000,958.000000,-0.264129,-0.001946,22.126853,-5.720603,-0.043234,102.000000,-0.356174,-1.591494,22.147842,0.020375,1036.000000,0.048023,-0.025433,-1378.109484,0.000073,-0.000112,2197.265625,0.000000,1098.632812,-3.415118,4516.601562,-3.010146,3417.968750
ACC,T1,30-May,63.1,2048.000000,1024.000000,0.000000,0.771252,424.295920,1017.000000,-0.028014,0.595507,-1.199607,1050.000000,0.104051,-1394.224198,1039.000000,0.060029,-0.374611,-0.011051,-0.464227,908.000000,-0.004572,0.320156,1104.000000,958.000000,-0.264129,-0.000562,21.175602,-5.582419,-0.042179,100.000000,-0.364178,-1.625336,21.175104,0.031137,1036.000000,0.048023,-0.045572,-1368.430260,0.000072,-0.000111,2197.265625,0.000000,1098.632812,-3.433387,4638.671875,-3.300911,3540.039062
ACC,T1,31-May,63.1,2048.000000,1024.000000,0.000000,0.742344,425.649652,1017.000000,-0.028014,0.558614,-1.127339,1050.000000,0.104051,-1292.454038,1034.000000,0.040020,0.127926,-0.009873,-0.444217,913.000000,-0.004583,0.320156,1104.000000,961.000000,-0.252123,-0.001268,21.804971,-5.080608,-0.039991,101.000000,-0.348170,-1.514738,22.338143,0.021289,1035.000000,0.044021,0.025041,-1278.777086,0.000066,-0.000102,2319.335938,0.000000,1098.632812,-3.666739,4760.742188,-3.349015,3662.109375
EXPT,T1,31-May,63.1,2048.000000,1024.000000,0.000000,0.742344,425.649652,1017.000000,-0.028014,0.558614,-1.127339,1050.000000,0.104051,-1292.454038,1034.000000,0.040020,0.127926,-0.009873,-0.444217,913.000000,-0.004583,0.320156,1104.000000,961.000000,-0.252123,-0.001268,21.804971,-5.080608,-0.039991,101.000000,-0.348170,-1.514738,22.338143,0.021289,1035.000000,0.044021,0.025041,-1278.777086,0.000066,-0.000102,2319.335938,0.000000,1098.632812,-3.666739,4760.742188,-3.349015,3662.109375
EXPT,T1,1-Jun,63.1,2048.000000,1024.000000,0.000000,0.758303,440.750655,1018.000000,-0.024012,0.601524,-1.198755,1047.000000,0.092045,-1673.623835,1037.000000,0.052025,-0.299796,-0.010106,-0.448219,912.000000,-0.004907,0.304149,1100.000000,960.000000,-0.256125,-0.001155,21.240787,-5.150702,-0.041137,101.000000,-0.352172,-1.595805,22.402205,0.025991,1035.000000,0.044021,-0.040578,-1625.255460,0.000066,-0.000101,2319.335938,0.000000,1220.703125,-3.096057,5004.882812,-3.089316,3784.179688
ACC,CON,4-Jun,63.2,2048.000000,1024.000000,0.000000,0.573098,357.702232,1018.000000,-0.024012,0.440955,-0.894204,1041.000000,0.068033,-1858.262679,1032.000000,0.032016,0.008691,-0.007434,-0.524256,893.000000,0.000258,0.200098,1074.000000,937.000000,-0.348170,-0.000616,10.066411,-2.753950,-0.022160,99.000000,-0.452221,-1.159740,31.562393,0.038300,1032.000000,0.032016,0.008691,-1858.262679,0.000050,-0.000052,3540.039062,0.000000,1342.773438,-3.199550,6591.796875,-3.138709,5249.023438
ACC,CON,5-Jun,63.2,2048.000000,1024.000000,0.000000,0.626469,418.595793,1018.000000,-0.024012,0.474459,-0.924655,1041.000000,0.068033,-2104.637258,1032.000000,0.032016,-0.018931,-0.008110,-0.572279,881.000000,-0.002381,0.212104,1077.000000,929.000000,-0.380186,-0.000155,9.731366,-3.120915,-0.023615,98.000000,-0.488238,-1.173141,32.987623,0.019764,1032.000000,0.032016,-0.018931,-2104.637258,0.000056,-0.000055,3417.968750,0.000000,1220.703125,-3.440272,6591.796875,-3.107995,5371.093750
ACC,CON,7-Jun,63.2,2048.000000,1024.000000,0.000000,0.652677,372.556062,1017.000000,-0.028014,0.496855,-0.870661,1044.000000,0.080039,-1741.418535,1034.000000,0.040020,-0.027843,-0.008222,-0.632309,866.000000,-0.003533,0.280137,1094.000000,921.000000,-0.412201,-0.000366,8.519223,-3.752553,-0.025136,93.000000,-0.540264,-1.137139,24.514206,0.013864,1034.000000,0.040020,-0.027843,-1741.418535,0.000066,-0.000067,2929.687500,0.000000,1098.632812,-3.013215,5371.093750,-3.191026,4272.460938
ACC,CON,9-Jun,63.2,2048.000000,1024.000000,0.000000,0.657963,387.335317,1017.000000,-0.028014,0.494525,-0.860693,1044.000000,0.080039,-1809.528125,1033.000000,0.036018,0.039295,-0.008219,-0.612299,871.000000,-0.004069,0.276135,1093.000000,926.000000,-0.392191,-0.000733,9.354120,-4.098976,-0.027945,92.000000,-0.524256,-1.103717,26.804975,0.006217,1033.000000,0.036018,0.039295,-1809.528125,0.000064,-0.000064,3051.757812,0.000000,1098.632812,-3.195929,5493.164062,-3.146363,4394.531250
ACC,CON,11-Jun,63.2,2048.000000,1024.000000,0.000000,0.620035,343.358743,1017.000000,-0.028014,0.475193,-0.836092,1044.000000,0.080039,-1683.517769,1033.000000,0.036018,0.052229,-0.007445,-0.644315,863.000000,-0.002847,0.272133,1092.000000,922.000000,-0.408199,-0.000275,9.120522,-4.372847,-0.028609,90.000000,-0.548268,-1.102382,25.640476,0.013141,1033.000000,0.036018,0.052229,-1683.517769,0.000063,-0.000063,2929.687500,0.000000,976.562500,-3.879265,5371.093750,-3.219650,4394.531250
ACC,CON,12-Jun,63.2,2048.000000,1024.000000,0.000000,0.606328,334.170575,1017.000000,-0.028014,0.464398,-0.840766,1044.000000,0.080039,-1704.744426,1033.000000,0.036018,0.033985,-0.007944,-0.632309,866.000000,-0.002880,0.264129,1090.000000,923.000000,-0.404197,-0.000513,9.314985,-4.271833,-0.028392,93.000000,-0.532260,-1.109514,27.901966,0.009221,1033.000000,0.036018,0.033985,-1704.744426,0.000061,-0.000062,3051.757812,0.000000,1098.632812,-3.039530,5371.093750,-3.006849,4272.460938
ACC,CON,15-Jun,63.2,2048.000000,1024.000000,0.000000,0.592067,363.698791,1018.000000,-0.024012,0.459077,-0.868072,1042.000000,0.072035,-1916.550029,1032.000000,0.032016,0.037987,-0.007937,-0.556272,885.000000,-0.002388,0.232113,1082.000000,935.000000,-0.356174,-0.000514,11.834686,-3.821109,-0.028531,97.000000,-0.468229,-1.073310,33.276133,0.008472,1032.000000,0.032016,0.037987,-1916.550029,0.000054,-0.000054,3417.968750,0.000000,1220.703125,-3.221494,6225.585938,-3.081346,5004.882812
ACC,CON,16-Jun,63.2,2048.000000,1024.000000,0.000000,0.593990,362.675230,1018.000000,-0.024012,0.463950,-0.887256,1041.000000,0.068033,-1989.500590,1032.000000,0.032016,-0.004314,-0.007654,-0.540264,889.000000,-0.002183,0.224109,1080.000000,938.000000,-0.344168,-0.000052,11.461894,-3.708865,-0.028731,98.000000,-0.452221,-1.116999,32.589273,0.012483,1032.000000,0.032016,-0.004314,-1989.500590,0.000053,-0.000054,3540.039062,0.000000,1220.703125,-3.483592,6347.656250,-3.065183,5126.953125
ACC,CON,17-Jun,63.2,2048.000000,1024.000000,0.000000,0.586384,339.489767,1018.000000,-0.024012,0.463080,-0.885073,1042.000000,0.072035,-1923.872034,1032.000000,0.032016,0.038667,-0.008245,-0.544266,888.000000,-0.002321,0.232113,1082.000000,936.000000,-0.352172,-0.000647,12.191309,-3.756432,-0.028831,99.000000,-0.456223,-1.095577,33.246270,0.008853,1032.000000,0.032016,0.038667,-1923.872034,0.000054,-0.000055,3417.968750,0.000000,1220.703125,-3.263651,6225.585938,-3.120050,5004.882812
ACC,CON,18-Jun,63.2,2048.000000,1024.000000,0.000000,0.590351,354.660675,1018.000000,-0.024012,0.461590,-0.876693,1041.000000,0.068033,-1974.985793,1032.000000,0.032016,-0.014833,-0.008052,-0.532260,891.000000,-0.001730,0.220107,1079.000000,938.000000,-0.344168,-0.001133,11.967563,-3.648853,-0.028515,100.000000,-0.444217,-1.100854,32.052995,0.015957,1032.000000,0.032016,-0.014833,-1974.985793,0.000053,-0.000053,3540.039062,0.000000,1220.703125,-3.534078,6347.656250,-3.054227,5126.953125
ACC,CON,19-Jun,63.2,2048.000000,1024.000000,0.000000,0.609209,386.172505,1018.000000,-0.024012,0.467682,-0.878332,1041.000000,0.068033,-1970.435020,1032.000000,0.032016,0.014380,-0.008107,-0.540264,889.000000,-0.002092,0.224109,1080.000000,937.000000,-0.348170,-0.001059,12.033514,-3.668970,-0.028262,98.000000,-0.456223,-1.140268,30.351629,0.018741,1032.000000,0.032016,0.014380,-1970.435020,0.000054,-0.000055,3540.039062,0.000000,1220.703125,-3.407631,6347.656250,-3.192313,5126.953125
ACC,CON,20-Jun,63.2,2048.000000,1024.000000,0.000000,0.602361,362.219413,1018.000000,-0.024012,0.471995,-0.876984,1042.000000,0.072035,-1907.130359,1032.000000,0.032016,0.037302,-0.008109,-0.548268,887.000000,-0.002250,0.228111,1081.000000,936.000000,-0.352172,-0.000513,11.885624,-3.686699,-0.028082,99.000000,-0.456223,-1.091075,31.452306,0.013432,1032.000000,0.032016,0.037302,-1907.130359,0.000055,-0.000056,3417.968750,0.000000,1220.703125,-3.232259,6103.515625,-3.015412,4882.812500
ACC,CON,21-Jun,63.2,2048.000000,1024.000000,0.000000,0.596824,380.433600,1018.000000,-0.024012,0.459684,-0.832136,1042.000000,0.072035,-1818.592247,1032.000000,0.032016,0.059106,-0.007467,-0.548268,887.000000,-0.000730,0.232113,1082.000000,937.000000,-0.348170,-0.000191,10.126430,-3.528100,-0.026599,97.000000,-0.460225,-1.125592,29.567178,0.019250,1032.000000,0.032016,0.059106,-1818.592247,0.000054,-0.000055,3417.968750,0.000000,1220.703125,-3.250649,6103.515625,-3.141632,4882.812500
ACC,CON,22-Jun,63.2,2048.000000,1024.000000,0.000000,0.631958,384.492923,1018.000000,-0.024012,0.489554,-0.917909,1042.000000,0.072035,-1978.290633,1033.000000,0.036018,-0.061498,-0.007823,-0.556272,885.000000,-0.001553,0.236115,1083.000000,935.000000,-0.356174,-0.000319,11.566367,-3.777547,-0.028509,99.000000,-0.460225,-1.248673,29.898812,0.017968,1033.000000,0.036018,-0.061498,-1978.290633,0.000058,-0.000060,3417.968750,0.000000,1220.703125,-3.123858,5981.445312,-3.002857,4760.742188
ACC,CON,23-Jun,63.2,2048.000000,1024.000000,0.000000,0.622838,406.539658,1018.000000,-0.024012,0.476001,-0.873885,1042.000000,0.072035,-1930.220820,1032.000000,0.032016,0.064684,-0.007739,-0.552270,886.000000,-0.000837,0.232113,1082.000000,936.000000,-0.352172,-0.000051,10.387876,-3.577498,-0.027099,97.000000,-0.464227,-1.180791,29.497384,0.019781,1032.000000,0.032016,0.064684,-1930.220820,0.000056,-0.000058,3417.968750,0.000000,1220.703125,-3.201496,6103.515625,-3.162883,4882.812500
ACC,CON,24-Jun,63.2,2048.000000,1024.000000,0.000000,0.584011,384.717895,1018.000000,-0.024012,0.449170,-0.800464,1042.000000,0.072035,-1762.847726,1032.000000,0.032016,0.059569,-0.007318,-0.556272,885.000000,-0.000997,0.232113,1082.000000,935.000000,-0.356174,-0.000036,9.858720,-3.375607,-0.025383,97.000000,-0.468229,-1.087446,28.367743,0.021360,1032.000000,0.032016,0.059569,-1762.847726,0.000053,-0.000054,3417.968750,0.000000,1220.703125,-3.089025,5981.445312,-3.097621,4760.742188
ACC,CON,4-Jun,63.2,2048.000000,1024.000000,0.000000,0.573098,357.702232,1018.000000,-0.024012,0.440955,-0.894204,1041.000000,0.068033,-1858.262679,1032.000000,0.032016,0.008691,-0.007434,-0.524256,893.000000,0.000258,0.200098,1074.000000,937.000000,-0.348170,-0.000616,10.066411,-2.753950,-0.022160,99.000000,-0.452221,-1.159740,31.562393,0.038300,1032.000000,0.032016,0.008691,-1858.262679,0.000050,-0.000052,3540.039062,0.000000,1342.773438,-3.199550,6591.796875,-3.138709,5249.023438
ACC,CON,5-Jun,63.2,2048.000000,1024.000000,0.000000,0.626469,418.595793,1018.000000,-0.024012,0.474459,-0.924655,1041.000000,0.068033,-2104.637258,1032.000000,0.032016,-0.018931,-0.008110,-0.572279,881.000000,-0.002381,0.212104,1077.000000,929.000000,-0.380186,-0.000155,9.731366,-3.120915,-0.023615,98.000000,-0.488238,-1.173141,32.987623,0.019764,1032.000000,0.032016,-0.018931,-2104.637258,0.000056,-0.000055,3417.968750,0.000000,1220.703125,-3.440272,6591.796875,-3.107995,5371.093750
ACC,CON,7-Jun,63.2,2048.000000,1024.000000,0.000000,0.652677,372.556062,1017.000000,-0.028014,0.496855,-0.870661,1044.000000,0.080039,-1741.418535,1034.000000,0.040020,-0.027843,-0.008222,-0.632309,866.000000,-0.003533,0.280137,1094.000000,921.000000,-0.412201,-0.000366,8.519223,-3.752553,-0.025136,93.000000,-0.540264,-1.137139,24.514206,0.013864,1034.000000,0.040020,-0.027843,-1741.418535,0.000066,-0.000067,2929.687500,0.000000,1098.632812,-3.013215,5371.093750,-3.191026,4272.460938
EXPT,CON,24-Jun,63.2,2048.000000,1024.000000,0.000000,0.584011,384.717895,1018.000000,-0.024012,0.449170,-0.800464,1042.000000,0.072035,-1762.847726,1032.000000,0.032016,0.059569,-0.007318,-0.556272,885.000000,-0.000997,0.232113,1082.000000,935.000000,-0.356174,-0.000036,9.858720,-3.375607,-0.025383,97.000000,-0.468229,-1.087446,28.367743,0.021360,1032.000000,0.032016,0.059569,-1762.847726,0.000053,-0.000054,3417.968750,0.000000,1220.703125,-3.089025,5981.445312,-3.097621,4760.742188
EXPT,CON,25-Jun,63.2,2048.000000,1024.000000,0.000000,0.636434,399.999356,1018.000000,-0.024012,0.494260,-0.932845,1042.000000,0.072035,-1950.391560,1033.000000,0.036018,-0.051205,-0.007859,-0.548268,887.000000,-0.001261,0.228111,1081.000000,936.000000,-0.352172,-0.000487,11.229467,-3.558862,-0.027265,98.000000,-0.460225,-1.264620,28.854939,0.026954,1033.000000,0.036018,-0.051205,-1950.391560,0.000058,-0.000061,3417.968750,0.000000,1220.703125,-3.294716,6103.515625,-3.179509,4882.812500
EXPT,CON,26-Jun,63.2,2048.000000,1024.000000,0.000000,0.654879,422.142627,1018.000000,-0.024012,0.500085,-0.922779,1042.000000,0.072035,-2041.166412,1032.000000,0.032016,0.043189,-0.008154,-0.552270,886.000000,-0.001745,0.232113,1082.000000,936.000000,-0.352172,-0.000166,10.490915,-3.681411,-0.027923,98.000000,-0.460225,-1.179785,30.470757,0.015289,1032.000000,0.032016,0.043189,-2041.166412,0.000058,-0.000060,3417.968750,0.000000,1220.703125,-3.295753,6103.515625,-3.098069,4882.812500
