period,treatement,treatdate,individual,npts,iP1,tP1,vP1,sS1,iS1,tS1,vS1,vP2,iP2,tP2,sS2,iS2,tS2,vS2,vT1,tT1,iT1,vT2,tT2,iT2,iZC1,tZC1,vZC1,sZC1,aP0,vP0,iP0,tP0,decay_a,decay_tau,decay_b,iZC2,tZC2,vZC2,sZC2,aP1,aP2,Fmax,Pmax,Flow,Plow,Fhigh,Phigh,Bndwidth
ACC,T1,20-Jun,62.2,2048.000000,1024.000000,0.000000,0.403560,294.866796,1017.000000,-0.028014,0.279149,-0.595390,1042.000000,0.072035,-1216.141693,1033.000000,0.036018,-0.004924,-0.005550,-0.452221,911.000000,0.007919,0.184090,1070.000000,963.000000,-0.244119,-0.001325,15.489437,-4.063875,-0.030517,101.000000,-0.340166,-0.809372,25.762002,0.078798,1033.000000,0.036018,-0.004924,-1216.141693,0.000029,-0.000035,4272.460938,0.000000,1464.843750,-3.462282,6835.937500,-3.095350,5371.093750
ACC,T1,21-Jun,62.2,2048.000000,1024.000000,0.000000,0.403614,289.355722,1017.000000,-0.028014,0.283497,-0.596348,1042.000000,0.072035,-1230.935523,1033.000000,0.036018,-0.026412,-0.005282,-0.464227,908.000000,0.007921,0.184090,1070.000000,962.000000,-0.248121,-0.000446,15.015890,-4.090862,-0.030273,99.000000,-0.352172,-0.794539,27.457904,0.065914,1033.000000,0.036018,-0.026412,-1230.935523,0.000030,-0.000035,4150.390625,0.000000,1464.843750,-3.347636,6835.937500,-3.119269,5371.093750
ACC,T1,22-Jun,62.2,2048.000000,1024.000000,0.000000,0.401260,283.828212,1017.000000,-0.028014,0.287088,-0.598740,1042.000000,0.072035,-1238.202392,1033.000000,0.036018,-0.038256,-0.005389,-0.472231,906.000000,0.007566,0.184090,1070.000000,960.000000,-0.256125,-0.000549,14.575198,-4.136351,-0.030184,99.000000,-0.360176,-0.793937,28.966115,0.058090,1033.000000,0.036018,-0.038256,-1238.202392,0.000030,-0.000034,4150.390625,0.000000,1464.843750,-3.259353,6835.937500,-3.132135,5371.093750
ACC,T1,23-Jun,62.2,2048.000000,1024.000000,0.000000,0.403591,298.142082,1017.000000,-0.028014,0.283127,-0.595905,1042.000000,0.072035,-1252.677234,1033.000000,0.036018,-0.054205,-0.005149,-0.460225,909.000000,0.006595,0.184090,1070.000000,962.000000,-0.248121,-0.000995,14.863217,-4.016725,-0.029775,100.000000,-0.348170,-0.777398,31.450429,0.044277,1032.000000,0.032016,0.044176,-1239.756005,0.000029,-0.000034,4272.460938,0.000000,1464.843750,-3.444007,6958.007812,-3.108777,5493.164062
ACC,T1,24-Jun,62.2,2048.000000,1024.000000,0.000000,0.404784,288.310424,1017.000000,-0.028014,0.285957,-0.594798,1042.000000,0.072035,-1229.107355,1033.000000,0.036018,-0.029763,-0.005118,-0.472231,906.000000,0.007324,0.192094,1072.000000,960.000000,-0.256125,-0.001017,14.160235,-4.031719,-0.029862,99.000000,-0.360176,-0.784942,29.002435,0.048831,1033.000000,0.036018,-0.029763,-1229.107355,0.000030,-0.000035,4150.390625,0.000000,1464.843750,-3.144024,6713.867188,-3.019631,5249.023438
EXPT,T1,24-Jun,62.2,2048.000000,1024.000000,0.000000,0.404784,288.310424,1017.000000,-0.028014,0.285957,-0.594798,1042.000000,0.072035,-1229.107355,1033.000000,0.036018,-0.029763,-0.005118,-0.472231,906.000000,0.007324,0.192094,1072.000000,960.000000,-0.256125,-0.001017,14.160235,-4.031719,-0.029862,99.000000,-0.360176,-0.784942,29.002435,0.048831,1033.000000,0.036018,-0.029763,-1229.107355,0.000030,-0.000035,4150.390625,0.000000,1464.843750,-3.144024,6713.867188,-3.019631,5249.023438
EXPT,T1,25-Jun,62.2,2048.000000,1024.000000,0.000000,0.414002,276.130118,1017.000000,-0.028014,0.304022,-0.585872,1044.000000,0.080039,-1144.479612,1034.000000,0.040020,-0.038790,-0.005050,-0.524256,893.000000,0.004631,0.216106,1078.000000,952.000000,-0.288141,-0.000095,12.119946,-4.199061,-0.028722,96.000000,-0.404197,-0.761277,26.827805,0.037269,1034.000000,0.040020,-0.038790,-1144.479612,0.000034,-0.000039,3662.109375,0.000000,1220.703125,-3.831627,6103.515625,-3.122750,4882.812500
ACC,T1,3-May,63.1,2048.000000,1024.000000,0.000000,0.403942,297.151814,1018.000000,-0.024012,0.298069,-0.595561,1042.000000,0.072035,-1193.655573,1033.000000,0.036018,-0.040649,-0.005274,-0.380186,929.000000,0.002142,0.204100,1075.000000,967.000000,-0.228111,-0.000851,12.584219,-2.115510,-0.020534,106.000000,-0.304149,-0.773925,26.854727,0.042268,1033.000000,0.036018,-0.040649,-1193.655573,0.000031,-0.000037,2929.687500,0.000000,1464.843750,-3.501605,6469.726562,-3.148683,5004.882812
ACC,T1,4-May,63.1,2048.000000,1024.000000,0.000000,0.411381,285.325865,1018.000000,-0.024012,0.310371,-0.588112,1043.000000,0.076037,-1128.778354,1034.000000,0.040020,-0.070215,-0.005476,-0.420205,919.000000,-0.000149,0.240117,1084.000000,960.000000,-0.256125,-0.000722,10.891244,-2.272734,-0.020818,104.000000,-0.340166,-0.790285,25.065458,0.024663,1033.000000,0.036018,0.018006,-1117.614729,0.000034,-0.000042,2685.546875,0.000000,1342.773438,-3.200661,5859.375000,-3.052680,4516.601562
ACC,T1,5-May,63.1,2048.000000,1024.000000,0.000000,0.418324,285.146929,1018.000000,-0.024012,0.319689,-0.581539,1045.000000,0.084041,-1048.073776,1035.000000,0.044021,-0.091297,-0.005361,-0.456223,910.000000,-0.000353,0.264129,1090.000000,955.000000,-0.276135,-0.000223,8.865473,-2.390507,-0.020545,102.000000,-0.368180,-0.747577,22.679606,0.022758,1034.000000,0.040020,-0.008501,-1045.045253,0.000035,-0.000046,2441.406250,0.000000,1220.703125,-3.326547,5493.164062,-3.101644,4272.460938
ACC,T1,7-May,63.1,2048.000000,1024.000000,0.000000,0.413740,244.733748,1017.000000,-0.028014,0.316130,-0.585579,1049.000000,0.100049,-889.373485,1037.000000,0.052025,-0.096301,-0.005357,-0.556272,885.000000,-0.001966,0.332162,1107.000000,939.000000,-0.340166,-0.000408,6.789816,-2.746991,-0.020084,95.000000,-0.460225,-0.748762,17.947188,0.018403,1036.000000,0.048023,-0.026950,-877.264138,0.000040,-0.000058,1953.125000,0.000000,976.562500,-3.350365,4638.671875,-3.257698,3662.109375
ACC,T1,8-May,63.1,2048.000000,1024.000000,0.000000,0.406978,226.436494,1016.000000,-0.032016,0.302964,-0.592912,1050.000000,0.104051,-826.019006,1038.000000,0.056027,-0.106002,-0.005039,-0.608297,872.000000,-0.002331,0.360176,1114.000000,931.000000,-0.372182,-0.000231,6.006488,-2.900151,-0.019581,92.000000,-0.504246,-0.791878,16.583649,0.018377,1036.000000,0.048023,0.019659,-784.686317,0.000042,-0.000063,1831.054688,0.000000,854.492188,-3.708694,4272.460938,-3.047275,3417.968750
ACC,T1,11-May,63.1,2048.000000,1024.000000,0.000000,0.399011,167.363071,1015.000000,-0.036018,0.309683,-0.600462,1056.000000,0.128063,-676.192967,1042.000000,0.072035,-0.160441,-0.005316,-0.664324,858.000000,-0.003465,0.468229,1141.000000,924.000000,-0.400195,-0.000006,6.029302,-3.677760,-0.022558,88.000000,-0.548268,-0.785936,14.810760,0.005958,1039.000000,0.060029,-0.006349,-635.170744,0.000048,-0.000077,1586.914062,0.000000,732.421875,-3.723121,3540.039062,-3.185543,2807.617188
ACC,T1,12-May,63.1,2048.000000,1024.000000,0.000000,0.389951,183.620820,1015.000000,-0.036018,0.296349,-0.609920,1055.000000,0.124061,-690.130702,1042.000000,0.072035,-0.178312,-0.005311,-0.664324,858.000000,-0.002332,0.416203,1128.000000,922.000000,-0.408199,-0.000389,5.928425,-3.373278,-0.020794,89.000000,-0.552270,-0.796595,14.060443,0.021210,1039.000000,0.060029,-0.023463,-635.033532,0.000046,-0.000075,1586.914062,0.000000,732.421875,-3.820310,3662.109375,-3.213880,2929.687500
ACC,T1,14-May,63.1,2048.000000,1024.000000,0.000000,0.397521,152.785230,1014.000000,-0.040020,0.305355,-0.602378,1058.000000,0.136066,-602.495588,1041.000000,0.068033,-0.073103,-0.005288,-0.680332,854.000000,-0.003291,0.476233,1143.000000,921.000000,-0.412201,-0.000232,6.706823,-4.002691,-0.023940,88.000000,-0.560274,-0.783109,13.822779,0.009553,1039.000000,0.060029,0.020642,-589.866477,0.000051,-0.000081,1464.843750,0.000000,732.421875,-3.439725,3295.898438,-3.111005,2563.476562
ACC,T1,15-May,63.1,2048.000000,1024.000000,0.000000,0.392634,151.449390,1015.000000,-0.036018,0.312164,-0.607020,1058.000000,0.136066,-586.155549,1042.000000,0.072035,-0.123858,-0.005098,-0.660322,859.000000,-0.002572,0.440215,1134.000000,925.000000,-0.396193,-0.000133,6.938615,-3.932890,-0.024075,88.000000,-0.544266,-0.794489,13.694508,0.019288,1039.000000,0.060029,0.014761,-577.544594,0.000050,-0.000079,1586.914062,0.000000,732.421875,-3.705768,3417.968750,-3.430762,2685.546875
ACC,T1,18-May,63.1,2048.000000,1024.000000,0.000000,0.387698,179.086398,1016.000000,-0.032016,0.303903,-0.612161,1055.000000,0.124061,-667.918211,1043.000000,0.076037,-0.225030,-0.005042,-0.600293,874.000000,-0.002953,0.412201,1127.000000,935.000000,-0.356174,-0.000190,7.539955,-3.567971,-0.023839,93.000000,-0.484236,-0.797118,15.580862,0.014176,1038.000000,0.056027,0.020917,-578.548099,0.000044,-0.000071,1708.984375,0.000000,854.492188,-3.318884,3662.109375,-3.005442,2807.617188
ACC,T1,19-May,63.1,2048.000000,1024.000000,0.000000,0.393789,190.200586,1016.000000,-0.032016,0.307301,-0.605640,1055.000000,0.124061,-652.418080,1041.000000,0.068033,-0.161632,-0.005462,-0.588287,877.000000,-0.002441,0.384188,1120.000000,937.000000,-0.348170,-0.000345,7.468961,-3.621591,-0.023696,93.000000,-0.476233,-0.791034,15.996302,0.019790,1038.000000,0.056027,-0.008118,-637.321393,0.000044,-0.000070,1708.984375,0.000000,854.492188,-3.541109,3784.179688,-3.174494,2929.687500
ACC,T1,20-May,63.1,2048.000000,1024.000000,0.000000,0.385471,177.676415,1016.000000,-0.032016,0.304449,-0.613943,1055.000000,0.124061,-654.532779,1042.000000,0.072035,-0.186038,-0.005053,-0.584285,878.000000,-0.002666,0.388190,1121.000000,939.000000,-0.340166,-0.000236,8.152353,-3.629278,-0.024066,94.000000,-0.464227,-0.812520,16.194632,0.018150,1038.000000,0.056027,0.009240,-595.170482,0.000044,-0.000070,1708.984375,0.000000,854.492188,-3.596515,3784.179688,-3.261378,2929.687500
ACC,T1,21-May,63.1,2048.000000,1024.000000,0.000000,0.386976,185.053300,1017.000000,-0.028014,0.312491,-0.612873,1054.000000,0.120059,-671.452241,1042.000000,0.072035,-0.207955,-0.005033,-0.552270,886.000000,-0.002607,0.380186,1119.000000,944.000000,-0.320156,-0.000584,8.766824,-3.477933,-0.023963,96.000000,-0.436213,-0.818969,17.556268,0.013800,1038.000000,0.056027,-0.006052,-612.016297,0.000042,-0.000067,1831.054688,0.000000,854.492188,-4.013275,3906.250000,-3.116365,3051.757812
ACC,T1,22-May,63.1,2048.000000,1024.000000,0.000000,0.385183,190.626269,1016.000000,-0.032016,0.295517,-0.614666,1052.000000,0.112055,-737.941170,1040.000000,0.064031,-0.164609,-0.005172,-0.532260,891.000000,-0.002517,0.360176,1114.000000,948.000000,-0.304149,-0.000315,9.215322,-3.361027,-0.023495,97.000000,-0.416203,-0.798163,18.482565,0.013832,1037.000000,0.052025,-0.000281,-671.567843,0.000041,-0.000063,1953.125000,0.000000,976.562500,-3.415093,4150.390625,-3.166067,3173.828125
ACC,T1,23-May,63.1,2048.000000,1024.000000,0.000000,0.382716,189.388998,1017.000000,-0.028014,0.308122,-0.616696,1051.000000,0.108053,-759.453443,1040.000000,0.064031,-0.194186,-0.005121,-0.524256,893.000000,-0.002862,0.352172,1112.000000,949.000000,-0.300147,-0.000437,9.780678,-3.342198,-0.023701,97.000000,-0.412201,-0.810423,18.850390,0.014557,1037.000000,0.052025,-0.021751,-706.007541,0.000040,-0.000061,1953.125000,0.000000,976.562500,-3.575639,4272.460938,-3.270159,3295.898438
ACC,T1,24-May,63.1,2048.000000,1024.000000,0.000000,0.386975,197.891912,1017.000000,-0.028014,0.308450,-0.611870,1053.000000,0.116057,-678.556743,1041.000000,0.068033,-0.217303,-0.005303,-0.504246,898.000000,-0.002712,0.348170,1111.000000,953.000000,-0.284139,-0.000380,10.179362,-3.270982,-0.023334,98.000000,-0.392191,-0.793841,19.550948,0.014368,1037.000000,0.052025,-0.008020,-641.220072,0.000039,-0.000061,2075.195312,0.000000,976.562500,-3.700855,4272.460938,-3.370060,3295.898438
ACC,T1,25-May,63.1,2048.000000,1024.000000,0.000000,0.392215,207.716356,1017.000000,-0.028014,0.309726,-0.607031,1052.000000,0.112055,-673.309689,1040.000000,0.064031,-0.182875,-0.005139,-0.496242,900.000000,-0.002668,0.348170,1111.000000,954.000000,-0.280137,-0.000771,10.394283,-3.213128,-0.023247,100.000000,-0.380186,-0.798910,19.069279,0.015274,1036.000000,0.048023,0.023359,-634.495647,0.000039,-0.000061,2075.195312,0.000000,976.562500,-3.785131,4272.460938,-3.271957,3295.898438
ACC,T1,26-May,63.1,2048.000000,1024.000000,0.000000,0.396960,220.333033,1017.000000,-0.028014,0.307042,-0.602703,1052.000000,0.112055,-669.412092,1040.000000,0.064031,-0.198069,-0.005010,-0.484236,903.000000,-0.002462,0.344168,1110.000000,956.000000,-0.272133,-0.000625,10.537329,-3.096804,-0.022923,99.000000,-0.376184,-0.788057,19.642717,0.014611,1036.000000,0.048023,0.011258,-648.528849,0.000038,-0.000060,2075.195312,0.000000,1098.632812,-3.055874,4394.531250,-3.374356,3295.898438
ACC,T1,27-May,63.1,2048.000000,1024.000000,0.000000,0.397160,220.722198,1017.000000,-0.028014,0.306479,-0.602584,1052.000000,0.112055,-642.471194,1040.000000,0.064031,-0.194827,-0.005069,-0.476233,905.000000,-0.002837,0.344168,1110.000000,958.000000,-0.264129,-0.000243,10.958911,-3.048990,-0.022722,99.000000,-0.368180,-0.794869,20.117654,0.012612,1036.000000,0.048023,0.007195,-631.345593,0.000038,-0.000059,2197.265625,0.000000,1098.632812,-3.129917,4394.531250,-3.303851,3295.898438
ACC,T1,28-May,63.1,2048.000000,1024.000000,0.000000,0.400430,227.623493,1017.000000,-0.028014,0.306113,-0.599554,1053.000000,0.116057,-632.882557,1033.000000,0.036018,0.153855,-0.005187,-0.472231,906.000000,-0.001791,0.332162,1107.000000,958.000000,-0.264129,-0.000453,11.331103,-3.043954,-0.022501,100.000000,-0.364178,-0.792020,19.985501,0.018356,1036.000000,0.048023,0.004467,-602.466729,0.000038,-0.000059,2197.265625,0.000000,1098.632812,-3.160099,4272.460938,-3.012003,3173.828125
ACC,T1,29-May,63.1,2048.000000,1024.000000,0.000000,0.393337,218.069697,1017.000000,-0.028014,0.301853,-0.606144,1051.000000,0.108053,-715.368212,1039.000000,0.060029,-0.179829,-0.005332,-0.464227,908.000000,-0.002568,0.328160,1106.000000,958.000000,-0.264129,-0.000978,11.132629,-2.878594,-0.021756,102.000000,-0.356174,-0.800929,22.144059,0.010258,1036.000000,0.048023,-0.012718,-693.464054,0.000037,-0.000057,2197.265625,0.000000,1098.632812,-3.415015,4516.601562,-3.010695,3417.968750
ACC,T1,30-May,63.1,2048.000000,1024.000000,0.000000,0.390975,214.976748,1017.000000,-0.028014,0.301939,-0.608233,1050.000000,0.104051,-707.260498,1039.000000,0.060029,-0.189896,-0.005602,-0.464227,908.000000,-0.002339,0.320156,1104.000000,958.000000,-0.264129,-0.000284,10.740449,-2.830082,-0.021386,100.000000,-0.364178,-0.823970,21.177209,0.015748,1036.000000,0.048023,-0.023024,-693.960408,0.000036,-0.000056,2197.265625,0.000000,1098.632812,-3.432739,4638.671875,-3.301608,3540.039062
ACC,T1,31-May,63.1,2048.000000,1024.000000,0.000000,0.396770,227.501294,1017.000000,-0.028014,0.298570,-0.602544,1050.000000,0.104051,-690.788857,1034.000000,0.040020,0.068379,-0.005277,-0.444217,913.000000,-0.002450,0.320156,1104.000000,961.000000,-0.252123,-0.000678,11.654861,-2.715506,-0.021375,103.000000,-0.340166,-0.809599,22.335933,0.011386,1035.000000,0.044021,0.013390,-683.479677,0.000035,-0.000055,2319.335938,0.000000,1098.632812,-3.666718,4760.742188,-3.349065,3662.109375
EXPT,T1,31-May,63.1,2048.000000,1024.000000,0.000000,0.396770,227.501294,1017.000000,-0.028014,0.298570,-0.602544,1050.000000,0.104051,-690.788857,1034.000000,0.040020,0.068379,-0.005277,-0.444217,913.000000,-0.002450,0.320156,1104.000000,961.000000,-0.252123,-0.000678,11.654861,-2.715506,-0.021375,103.000000,-0.340166,-0.809599,22.335933,0.011386,1035.000000,0.044021,0.013390,-683.479677,0.000035,-0.000055,2319.335938,0.000000,1098.632812,-3.666718,4760.742188,-3.349065,3662.109375
EXPT,T1,1-Jun,63.1,2048.000000,1024.000000,0.000000,0.387073,224.956036,1018.000000,-0.024012,0.307021,-0.611920,1047.000000,0.092045,-854.459380,1037.000000,0.052025,-0.152879,-0.005154,-0.448219,912.000000,-0.002507,0.304149,1100.000000,960.000000,-0.256125,-0.000592,10.839329,-2.629257,-0.020998,101.000000,-0.352172,-0.814301,22.388857,0.013305,1035.000000,0.044021,-0.020550,-829.661252,0.000034,-0.000052,2319.335938,0.000000,1220.703125,-3.096055,5004.882812,-3.089536,3784.179688
ACC,CON,4-Jun,63.2,2048.000000,1024.000000,0.000000,0.390391,243.708495,1018.000000,-0.024012,0.300414,-0.609150,1041.000000,0.068033,-1266.029742,1032.000000,0.032016,0.005663,-0.005063,-0.524256,893.000000,0.000184,0.200098,1074.000000,937.000000,-0.348170,-0.000419,6.847844,-1.875856,-0.015095,99.000000,-0.452221,-0.789955,31.581951,0.026032,1032.000000,0.032016,0.005663,-1266.029742,0.000034,-0.000035,3540.039062,0.000000,1342.773438,-3.200108,6591.796875,-3.138149,5249.023438
ACC,CON,5-Jun,63.2,2048.000000,1024.000000,0.000000,0.403821,269.808542,1018.000000,-0.024012,0.305849,-0.596048,1041.000000,0.068033,-1356.607409,1032.000000,0.032016,-0.012236,-0.005228,-0.572279,881.000000,-0.001535,0.212104,1077.000000,929.000000,-0.380186,-0.000098,6.271398,-2.011756,-0.015225,98.000000,-0.488238,-0.756216,32.988015,0.012739,1032.000000,0.032016,-0.012236,-1356.607409,0.000036,-0.000036,3417.968750,0.000000,1220.703125,-3.440137,6591.796875,-3.108206,5371.093750
ACC,CON,7-Jun,63.2,2048.000000,1024.000000,0.000000,0.428003,244.293413,1017.000000,-0.028014,0.325841,-0.570957,1044.000000,0.080039,-1141.971394,1034.000000,0.040020,-0.018319,-0.005394,-0.632309,866.000000,-0.002316,0.280137,1094.000000,921.000000,-0.412201,-0.000237,5.586655,-2.460814,-0.016485,93.000000,-0.540264,-0.745698,24.515680,0.009090,1034.000000,0.040020,-0.018319,-1141.971394,0.000043,-0.000044,2929.687500,0.000000,1098.632812,-3.013132,5371.093750,-3.191265,4272.460938
ACC,CON,9-Jun,63.2,2048.000000,1024.000000,0.000000,0.433143,254.993281,1017.000000,-0.028014,0.325561,-0.566592,1044.000000,0.080039,-1191.231068,1033.000000,0.036018,0.025803,-0.005410,-0.612299,871.000000,-0.002678,0.276135,1093.000000,926.000000,-0.392191,-0.000482,6.156718,-2.698348,-0.018397,92.000000,-0.524256,-0.726559,26.806465,0.004089,1033.000000,0.036018,0.025803,-1191.231068,0.000042,-0.000042,3051.757812,0.000000,1098.632812,-3.195990,5493.164062,-3.146310,4394.531250
ACC,CON,11-Jun,63.2,2048.000000,1024.000000,0.000000,0.425394,235.561353,1017.000000,-0.028014,0.326036,-0.573638,1044.000000,0.080039,-1155.025394,1033.000000,0.036018,0.035766,-0.005109,-0.644315,863.000000,-0.001954,0.272133,1092.000000,922.000000,-0.408199,-0.000188,6.260562,-3.000033,-0.019629,90.000000,-0.548268,-0.756468,25.670021,0.008933,1033.000000,0.036018,0.035766,-1155.025394,0.000043,-0.000044,2929.687500,0.000000,976.562500,-3.879163,5371.093750,-3.219713,4394.531250
ACC,CON,12-Jun,63.2,2048.000000,1024.000000,0.000000,0.418946,230.900486,1017.000000,-0.028014,0.320860,-0.580935,1044.000000,0.080039,-1177.913167,1033.000000,0.036018,0.023597,-0.005488,-0.632309,866.000000,-0.001989,0.264129,1090.000000,923.000000,-0.404197,-0.000354,6.425388,-2.951506,-0.019619,93.000000,-0.532260,-0.766702,27.908158,0.006355,1033.000000,0.036018,0.023597,-1177.913167,0.000042,-0.000043,3051.757812,0.000000,1098.632812,-3.039427,5371.093750,-3.006933,4272.460938
ACC,CON,15-Jun,63.2,2048.000000,1024.000000,0.000000,0.405057,248.826684,1018.000000,-0.024012,0.314082,-0.593873,1042.000000,0.072035,-1311.185888,1032.000000,0.032016,0.025929,-0.005431,-0.556272,885.000000,-0.001632,0.232113,1082.000000,935.000000,-0.356174,-0.000354,8.102952,-2.614169,-0.019518,97.000000,-0.468229,-0.734255,33.274800,0.005798,1032.000000,0.032016,0.025929,-1311.185888,0.000037,-0.000037,3417.968750,0.000000,1220.703125,-3.221553,6225.585938,-3.081414,5004.882812
ACC,CON,16-Jun,63.2,2048.000000,1024.000000,0.000000,0.400953,244.810751,1018.000000,-0.024012,0.313193,-0.598914,1041.000000,0.068033,-1342.954293,1032.000000,0.032016,-0.003019,-0.005167,-0.540264,889.000000,-0.001473,0.224109,1080.000000,938.000000,-0.344168,-0.000032,7.731149,-2.503531,-0.019394,98.000000,-0.452221,-0.754232,32.627973,0.008454,1032.000000,0.032016,-0.003019,-1342.954293,0.000036,-0.000036,3540.039062,0.000000,1220.703125,-3.483487,6347.656250,-3.065241,5126.953125
ACC,CON,17-Jun,63.2,2048.000000,1024.000000,0.000000,0.397991,230.418063,1018.000000,-0.024012,0.314330,-0.600706,1042.000000,0.072035,-1305.812354,1032.000000,0.032016,0.026080,-0.005596,-0.544266,888.000000,-0.001575,0.232113,1082.000000,936.000000,-0.352172,-0.000437,8.269836,-2.549411,-0.019568,99.000000,-0.456223,-0.743584,33.260803,0.005985,1032.000000,0.032016,0.026080,-1305.812354,0.000037,-0.000037,3417.968750,0.000000,1220.703125,-3.263609,6225.585938,-3.120085,5004.882812
ACC,CON,18-Jun,63.2,2048.000000,1024.000000,0.000000,0.402381,241.735084,1018.000000,-0.024012,0.314606,-0.597548,1041.000000,0.068033,-1346.135150,1032.000000,0.032016,-0.010039,-0.005487,-0.532260,891.000000,-0.001179,0.220107,1079.000000,938.000000,-0.344168,-0.000773,8.158937,-2.486951,-0.019435,100.000000,-0.444217,-0.750345,32.048122,0.010887,1032.000000,0.032016,-0.010039,-1346.135150,0.000036,-0.000036,3540.039062,0.000000,1220.703125,-3.534071,6347.656250,-3.054276,5126.953125
ACC,CON,19-Jun,63.2,2048.000000,1024.000000,0.000000,0.409023,259.260362,1018.000000,-0.024012,0.313941,-0.589706,1041.000000,0.068033,-1322.837280,1032.000000,0.032016,0.009996,-0.005442,-0.540264,889.000000,-0.001402,0.224109,1080.000000,937.000000,-0.348170,-0.000718,8.093307,-2.463684,-0.018976,98.000000,-0.456223,-0.763848,30.271474,0.012736,1032.000000,0.032016,0.009996,-1322.837280,0.000036,-0.000037,3540.039062,0.000000,1220.703125,-3.407449,6347.656250,-3.192641,5126.953125
ACC,CON,20-Jun,63.2,2048.000000,1024.000000,0.000000,0.407076,244.760700,1018.000000,-0.024012,0.319003,-0.592680,1042.000000,0.072035,-1288.845677,1032.000000,0.032016,0.025064,-0.005485,-0.548268,887.000000,-0.001516,0.228111,1081.000000,936.000000,-0.352172,-0.000347,8.032909,-2.491618,-0.018981,99.000000,-0.456223,-0.737348,31.458860,0.009065,1032.000000,0.032016,0.025064,-1288.845677,0.000037,-0.000038,3417.968750,0.000000,1220.703125,-3.232008,6103.515625,-3.015725,4882.812500
ACC,CON,21-Jun,63.2,2048.000000,1024.000000,0.000000,0.417589,266.193852,1018.000000,-0.024012,0.321633,-0.582193,1042.000000,0.072035,-1272.372624,1032.000000,0.032016,0.041297,-0.005220,-0.548268,887.000000,-0.000508,0.232113,1082.000000,937.000000,-0.348170,-0.000135,7.081414,-2.468975,-0.018610,97.000000,-0.460225,-0.788222,29.588696,0.013422,1032.000000,0.032016,0.041297,-1272.372624,0.000037,-0.000038,3417.968750,0.000000,1220.703125,-3.250325,6103.515625,-3.142018,4882.812500
ACC,CON,22-Jun,63.2,2048.000000,1024.000000,0.000000,0.407501,247.940359,1018.000000,-0.024012,0.315662,-0.591872,1042.000000,0.072035,-1275.633733,1033.000000,0.036018,-0.039597,-0.005045,-0.556272,885.000000,-0.001001,0.236115,1083.000000,935.000000,-0.356174,-0.000207,7.452817,-2.435925,-0.018383,99.000000,-0.460225,-0.804773,29.883883,0.011614,1033.000000,0.036018,-0.039597,-1275.633733,0.000038,-0.000039,3417.968750,0.000000,1220.703125,-3.123940,5981.445312,-3.002836,4760.742188
ACC,CON,23-Jun,63.2,2048.000000,1024.000000,0.000000,0.416078,271.566362,1018.000000,-0.024012,0.317972,-0.583799,1042.000000,0.072035,-1289.408018,1032.000000,0.032016,0.043291,-0.005171,-0.552270,886.000000,-0.000559,0.232113,1082.000000,936.000000,-0.352172,-0.000034,6.946893,-2.390019,-0.018103,97.000000,-0.464227,-0.788846,29.494223,0.013222,1032.000000,0.032016,0.043291,-1289.408018,0.000038,-0.000039,3417.968750,0.000000,1220.703125,-3.201341,6103.515625,-3.162966,4882.812500
ACC,CON,24-Jun,63.2,2048.000000,1024.000000,0.000000,0.421563,277.644639,1018.000000,-0.024012,0.324122,-0.577714,1042.000000,0.072035,-1271.639972,1032.000000,0.032016,0.043638,-0.005284,-0.556272,885.000000,-0.000733,0.232113,1082.000000,935.000000,-0.356174,-0.000036,7.123564,-2.438149,-0.018331,97.000000,-0.468229,-0.785901,28.377707,0.015388,1032.000000,0.032016,0.043638,-1271.639972,0.000038,-0.000039,3417.968750,0.000000,1220.703125,-3.087534,5981.445312,-3.099922,4760.742188
ACC,CON,4-Jun,63.2,2048.000000,1024.000000,0.000000,0.390391,243.708495,1018.000000,-0.024012,0.300414,-0.609150,1041.000000,0.068033,-1266.029742,1032.000000,0.032016,0.005663,-0.005063,-0.524256,893.000000,0.000184,0.200098,1074.000000,937.000000,-0.348170,-0.000419,6.847844,-1.875856,-0.015095,99.000000,-0.452221,-0.789955,31.581951,0.026032,1032.000000,0.032016,0.005663,-1266.029742,0.000034,-0.000035,3540.039062,0.000000,1342.773438,-3.200108,6591.796875,-3.138149,5249.023438
ACC,CON,5-Jun,63.2,2048.000000,1024.000000,0.000000,0.403821,269.808542,1018.000000,-0.024012,0.305849,-0.596048,1041.000000,0.068033,-1356.607409,1032.000000,0.032016,-0.012236,-0.005228,-0.572279,881.000000,-0.001535,0.212104,1077.000000,929.000000,-0.380186,-0.000098,6.271398,-2.011756,-0.015225,98.000000,-0.488238,-0.756216,32.988015,0.012739,1032.000000,0.032016,-0.012236,-1356.607409,0.000036,-0.000036,3417.968750,0.000000,1220.703125,-3.440137,6591.796875,-3.108206,5371.093750
ACC,CON,7-Jun,63.2,2048.000000,1024.000000,0.000000,0.428003,244.293413,1017.000000,-0.028014,0.325841,-0.570957,1044.000000,0.080039,-1141.971394,1034.000000,0.040020,-0.018319,-0.005394,-0.632309,866.000000,-0.002316,0.280137,1094.000000,921.000000,-0.412201,-0.000237,5.586655,-2.460814,-0.016485,93.000000,-0.540264,-0.745698,24.515680,0.009090,1034.000000,0.040020,-0.018319,-1141.971394,0.000043,-0.000044,2929.687500,0.000000,1098.632812,-3.013132,5371.093750,-3.191265,4272.460938
